,restaurant_id,restaurant_name,address,city,state,postal_code,latitude,longitude,avg_yelp_rating,review_count,attributes,categories,hours
674,bymQ0lRnBar5scP4FERioQ,Mulligan's Border Bar & Grill,1235 E Pebble Rd,Las Vegas,NV,89123,36.0276814,-115.1357861,4.0,50,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Nightlife, American (Traditional), Bars, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
675,3nf-a84p8LC41_WAIvJPjg,Grimaldi's Pizzeria,"3200 Las Vegas Blvd S, Ste 1540",Las Vegas,NV,89109,36.127312,-115.172852,4.0,329,"{'Caters': 'False', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-22:0'}"
676,r8hF3kwnZzxTo1IYNcI6rg,El Sombrero Mexican Bistro,807 S Main St,Las Vegas,NV,89101,36.1627401,-115.1512697,4.5,433,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'no'"", 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'HasTV': 'False', 'Caters': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}""}","Restaurants, Bars, Mexican, Nightlife","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
677,fTtkz2RhWNAp6jKiIzXf_A,Capriotti's Sandwich Shop,322 W. Sahara,Las Vegas,NV,89102,36.1441292,-115.1614606,4.0,335,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True'}","Restaurants, Sandwiches, Vegetarian","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-20:0'}"
678,Sm2k1ijcnK17Ro5paN2_qQ,Grand Pizza,6731 W Alexander Rd,Las Vegas,NV,89108,36.232623,-115.2432872,4.0,208,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Restaurants, Italian, Pizza, Fast Food","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
679,Ipkl7KtlqxCe8bMMkwHwPQ,50's Diner Omelet House,"3050 E Desert Inn Rd, Ste 140",Las Vegas,NV,89121,36.1299939935,-115.1075548979,4.0,330,"{'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Breakfast & Brunch, Comfort Food, Burgers, Diners, American (Traditional)","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}"
680,Gmkfors9fSxUKcJKSX0BRQ,Subway,"2375 E Tropicana Ave, Ste G",Las Vegas,NV,89119,36.0997956,-115.1206128,4.0,15,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Sandwiches, Fast Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
681,3p0SYIaMbJ8j-yeK_do5Qg,Longhorn Hotel & Casino,5288 Boulder Hwy,Las Vegas,NV,89122,36.1073051952,-115.0593910824,3.0,162,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'False'}","Restaurants, Casinos, Hotels, Hotels & Travel, Event Planning & Services, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
682,OzcvQqt_copeLRCT2OHrfA,Felipito's Mexican Food,1325 E Tropicana Ave,Las Vegas,NV,89119,36.1006127,-115.1349718,3.5,99,"{'WiFi': ""u'no'"", 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'Caters': 'False', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
683,wto3KiT-Mh6rxO_9GBHfbA,Nunzio's Pizza,2000 Las Vegas Blvd S,Las Vegas,NV,89104,36.1472598121,-115.1559744902,3.0,14,"{'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Beer, Wine & Spirits, Food, Pizza","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
684,Fkpl9XOvqp2MXCAXsC-zWw,Jack In the Box,4866 S Maryland Pkwy,Las Vegas,NV,89119,36.1017743362,-115.1365814863,2.0,29,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'True'}","Restaurants, Burgers, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
685,4L3VJwVqUareUUIGPE2zcw,Shalimar Restaurant,4001 S Decatur Blvd,Las Vegas,NV,89103,36.117707,-115.209897,3.5,109,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True'}","Restaurants, Indian, Pakistani, Food, Vegetarian","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
686,dOGLTIMqqQZn8xxBRsU6CQ,Kung Fu Thai & Chinese Restaurant,3505 S Valley View Blvd,Las Vegas,NV,89103,36.126175,-115.19047,3.5,508,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True'}","Restaurants, Chinese, Thai, Vegetarian","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:30'}"
687,E-pUHcZaIzFQbnWnGHcC7w,Sonic Drive-In,5085 E Tropicana Blvd,Las Vegas,NV,89122,36.0998266,-115.0619457,3.0,37,"{'RestaurantsTableService': 'False', 'WiFi': ""'no'"", 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'HasTV': 'False'}","Restaurants, Fast Food, Burgers, American (Traditional), Ice Cream & Frozen Yogurt, Food","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-23:0'}"
688,OUP9dy2eu_-2Mga3DpSFfQ,Brooklyn Pizza,"1181 S Buffalo Dr, Ste 115",Las Vegas,NV,89117,36.1573202,-115.2628752,4.0,275,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Delis, Italian, Pizza","{'Monday': '12:0-20:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
689,M1-aQ3XIMoAQeCUS0xQ4Mw,Taco Bell,1109 E. Twain,Las Vegas,NV,89109,36.122409,-115.13732,3.0,26,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'Alcohol': ""'none'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Tex-Mex, Fast Food, Mexican",
690,mys2H61EqcO4AJpnzi61ZA,Waterside Cafe,221 N Rampart Blvd,Las Vegas,NV,89144,36.174473907,-115.2923214283,2.5,7,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'paid'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False'}","Restaurants, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
691,lOQPeguczAueJnLmDUTfGg,Bonito Michoacan,3715 S Decatur Blvd,Las Vegas,NV,89103,36.122214,-115.2088779,4.0,752,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-21:0'}"
692,rhYZCUiywRknWKieJ75zug,Mad Matty's Bar & Grille,8100 W Sahara Ave,Las Vegas,NV,89117,36.144462,-115.268061,3.5,40,"{'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'""}","Restaurants, Nightlife, Bars, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
693,7zMwR4FkvTbSGY0vRT5Ljg,Angry Blasian,719 N Nellis Blvd,Las Vegas,NV,89110,36.1756319573,-115.062956661,4.5,70,"{'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Soul Food, American (New), Comfort Food, Korean, Southern, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
694,1ME-zOtZ9HApzJUOpR0-vQ,El Herradero Mexican Restaurant,1725 E Warm Springs Rd,Las Vegas,NV,89119,36.0571445,-115.1286093,4.0,95,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True'}","Restaurants, Mexican","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-18:0'}"
